,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,القطاع الخارجي       External Sector,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,جدول 1: ميـزان المدفـوعــات,,Contd. 4 table 1: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 4 جدول 1: ميـزان المدفـوعــات,,Contd.4 Table 1: Balance of Payments,,,,,,,,,,تابع 4 جدول 1: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,,
(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون ﷼),,(Million ﷼),,,,,,,,,,(مليون ﷼),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-12-31T00:00:00,2025-12-31T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,,
3.3.2 Currency and deposits,,,,5338,-6457.8999999999905,-2730.304000000002,-7695,928,-636,20179.798,3276.64320117002,-3231.99826823243,13611.283515152401,-51.627737679960774,60973.43271637999,-8255.801318189988,45940.87457351998,-41072.16366439,59612.41455898,97111.01275231683,34273.29929593521,,2.3.3 العملة والودائع,,3.3.2 Currency and deposits,,,,,,,,,32634,-3363,6731,-30664,-25180.8,-2773.3,20199.1,1297.10000000001,5803.44,-9363.44,-9874.744,10704.44,403,2269,3742,-14109,5995,-5633,4955,-4389,-3286,1026,3385,-1761,5338.24995472,-4179.61546815,4734.27751343,14286.886,-12627.78008778,-2123.08569428,8737.70325919,9289.80572404002,-2845.16233957003,15961.40635738003,11012.95688984049,-27361.19917588292,439.38604107471,-1039.62986019229,8200.49910822278,6011.0282260472,-23957.98312748,21241.13518421999,-9515.39308210998,12180.61328769003,23506.39846186998,10115.15502120001,24789.37089095995,2562.50834235005,-534.54390535001,-13163.34114614999,-12046.75746042505,17488.84119373506,-4844.14694947602,11313.09945157597,920.923686922,38550.99838449802,-13746.903893,32652.72297166001,-30933.03343062002,-29044.94931242999,7045.00467868,22673.89230267001,13581.08115873999,16312.43641889,2.3.3 العملة والودائع,,3.3.2 Currency and deposits,885.33604693002,29014.23001551994,44995.63984619005,22215.80684367683,26920.28747225014,989.70009553914,-6939.80390627497,13303.1156344209,,2.3.3 العملة والودائع,,,,,,,,,,,,,,,,,,,,,
3.3.3 Loans,,,,4023,-3159.9,1219.4599999999996,-4410,-3402,-7904,1320.5669999999996,9037.722,42080.301,2049.386,44236.186,6311.063,38829.749316575006,2313.0478341999997,-408.4718105724969,-11239.802698565007,29535.46408533,109368.73883783363,,3.3.3 القروض,,3.3.3 Loans,,,,,,,,,-292,1546.9,2979.1,-211,439,-3095,-138,-365.9,398.6,123.6,3907.7,-3210.44,1731,-6768,-499,1126,-6139,2764,-253,226,5549,-303,-1125,-12025,10912.279,1728.622,-11476.778,156.444,2860.47,3628.527,3030.81,-482.085,-1586.095,41380.647,650.211,1635.538,-2417.983,-4283.099,6354.234,2396.234,-1393.641,16920.984,8188.859,20519.984,2425.434,788.984,1383.859,1712.786,2106.25,33195.796,240.402,3287.301316575,10980.409,622.2538342,-1340.227,-7949.388,-28439.554,-2937.051,39227.228,-8259.0948105725,-63991.589,5090.71152996625,-225.58010689375,47886.6548783625,3.3.3 القروض,,3.3.3 Loans,8920.1378916,-5406.28965543999,12011.4698318,14010.14601736999,26645.58084588092,25978.27718731001,10636.12389798657,46108.75690665613,,3.3.3 القروض,,,,,,,,,,,,,,,,,,,,,
3.3.4 Other accounts ,,,,1749,19534.5,-2158.74,-2872,-79,-313,1031.268,1242.093,-2217.44769709,3558.19499861,-257.5723015200001,7541.347,-7044.043062512001,49305.7459570749,3536.99542707,13161.70196567,5187.5784874500005,3562.78465417,,4.3.3 حسابات أخرى ,,3.3.4 Other accounts ,,,,,,,,,168,312,209,1060,-1370,-3058.75,23789.25,174,-9.7,180.2,849.2,-3178.44,-2132,-241,-287,-212,220,-325,-81,107,195,-1516,992,16,100.036,377.615,203.024,350.593,406.096,-468.18,1023.419,280.758,256.20855071,-101.41258801,664.04001873,-3036.28367852,913.77611515,851.83126708,514.78160006,1277.80601632,-945.16411782,-648.53395577,-384.48022793,1720.606,2522.875,1082.87,1507.002,2428.6,-2182.449,684.735393157,224.144196044,-5770.473651713,-4652.81159635,3377.356658862,50049.1835889909,532.017305572,169.13754146,2020.98055746,2116.68991121,-769.81258306,-2915.00418568,9658.45987836,7926.20828651,-1507.96201352,4.3.3 حسابات أخرى ,,3.3.4 Other accounts ,-1776.6810366,2622.89266721,495.23093305,3846.13592379,-2991.47360179,1669.9315457,-968.95218992,5853.27890018,,4.3.3 حسابات أخرى ,,,,,,,,,,,,,,,,,,,,,
3.4 Reserve assets ,238581,265927,299395,513843,-122084,131356,370793,422098,259315,24856.999999999993,-434757.04982256005,-302328.10881402006,-147651.6852587,621.3090019002775,11201.588173616277,-172201.63391781118,6429.8964493243475,16801.165801833704,-86035.07191047534,1164.2631012314441,86288.8968008275,,4.3 . الأصول الاحتياطية,,3.4 Reserve assets ,85028,16239,106804,57856,47904,-1841,94033,159299,167875.75,116718,210766,18483.25,-101557,-83654.8375,-29956.6625,93084.5,37980.39999999991,3272.6000000000895,20535,69568,92963,123469,89837,64524,96331,114242,79409,132116,57171,71449,47198,83497,29788,32617,13068.15344696871,-50616.15344696871,-128854.45489573997,-84318.49018445001,-78621.76262599004,-142962.34211638002,-110001.93643443988,-62934.93740498011,-60422.38158003017,-68968.8533945699,-101774.84664069997,-25199.03190994988,-62684.68543368008,42006.87872562993,-11393.729461940067,49625.94717453058,2210.8821361297596,-39821.79084682,11070.8624004402,53158.57022725973,-49233.76288569662,-3794.0815683870305,-98250.88606262414,-96102.35784009787,-554.6929935067008,22706.302978417552,-17659.73639780577,-3607.7009596057096,65652.03911569086,-37954.70530895503,-15039.38590321425,57507.7617404211,6139.83034376502,-31807.04037913816,-79394.25717495894,16972.665255534102,-13934.813271209,-9678.666719841489,4.3 . الأصول الاحتياطية,,3.4 Reserve assets ,68983.40468311754,46779.613492166245,-40521.2112663411,-74077.54380771125,64027.82999824,12703.443667962709,-26869.839930665523,36427.463065290314,,4.3 . الأصول الاحتياطية,,,,,,,,,,,,,,,,,,,,,
3.4.1 Monetary gold,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.4.3 الذهب النقدي,,3.4.1 Monetary gold,0,0,0,0,0,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4.3 الذهب النقدي,,3.4.1 Monetary gold,0,0,0,0,0,0,0,0,,1.4.3 الذهب النقدي,,,,,,,,,,,,,,,,,,,,,
3.4.2 Special drawing rights ,117,339,305,52.25,38223.75,-1058,-1322,-1626,-802,-2127,-278.26999999999,-6166.139999999999,1712.1299999999999,1020.6681000000001,1104.47372643982,71.76255290762015,49272.94261376376,-3476.2939032330096,1117.28770099979,-1446.55543776858,3502.4541644875003,,2.4.3 حقوق السحب الخاصة,,3.4.2 Special drawing rights ,79,113,49,98,56,53,113,83,146,11,-101,-3.75,-63.75,110.625,38608.125,-431.25,-1286,-1033,1980,-719,1127,-60,-1561,-828,-481,-1035,351,-461,-1860,232,684,142,138,11,-643.26398952105,-1632.73601047895,-1633.2632595,843.7133281,-61.64539279999,572.9253242,-3407.83,-593.88,-1110.95,-1053.48,257.86,693.64,467.31,293.32,1462.51,-1001.31,302.38,257.0881,-49.960474,1697.509091,-944.6299925736,401.55510201342,-524.65596446382,-897.75687257112,697.29674358156,796.878646361,-540.25000277444,245.95885845712,50215.40618052646,-648.17242244538,-836.4648640067,-3112.05308189982,-2858.77467030243,3330.99871297594,1074.51554949673,-129.99152953364,-1594.22290183883,1766.98658287553,2.4.3 حقوق السحب الخاصة,,3.4.2 Special drawing rights ,-774.60117177237,-355.48833604377,2570.94164057872,-2887.40757053116,1546.77368847,2805.42237565284,-222.26962569554,-627.4722739398,,2.4.3 حقوق السحب الخاصة,,,,,,,,,,,,,,,,,,,,,
3.4.3 Reserve position in the IMF,-5973,-3727,-680,2448,2374,-134,10803,2878,-1757,-4651,-3472.84,-3953.23,-1501.17,414.2324,3239.7285572780697,4227.275861852349,961.93680427718,91.20646696452002,-854.0413797989399,-1690.19300282838,781.9328404544699,,3.4.3 وضع الاحتياطي لدى صندوق النقد الدولي,,3.4.3 Reserve position in the IMF,-1845,-360,-146,-1376,-383,-15,71,-353,86,330,-244,2276,210,2089.1625,153.3375,-78.5,-239,-190,373,-78,3430,3559,2668,1146,695,1202,326,655,-1067,-373,536,-853,-432,-308,-1039.18546628983,-2871.81453371017,-2627.1456276,-136.723928,-221.5272048,-487.4432396,-3439.76,-165.95,-68.83,-278.69,-92.53,178.9,-241.3,-1346.24,2.81,-247.05,421.39,237.0824,1392.7340725,479.4855785,707.3283250052,660.18058127287,-180.23043766407,2704.88588787351,224.21961510642,1478.40079653649,-663.32559967192,1475.30706978434,-23.30878072486,173.26411488962,-270.97251163487,166.04947516814,-567.36276796872,763.49227139997,379.71733093362,-162.08468881006,-650.2518158811,-421.4222060414,3.4.3 وضع الاحتياطي لدى صندوق النقد الدولي,,3.4.3 Reserve position in the IMF,-289.80538204378,-235.57272933812,-687.541748379,-477.27314306748,339.0858321225,775.49080983749,-318.72689768144,-13.91690382408,,3.4.3 وضع الاحتياطي لدى صندوق النقد الدولي,,,,,,,,,,,,,,,,,,,,,
3.4.4 Other reserve assets,244437,269315,299770,510475.75,-162681.75,132548,361312,420846,261874,31635,-431005.93982256006,-292208.73881402006,-147862.6452587,-813.5914980997259,6857.3858898983935,-176500.67233257112,-43804.98296871659,20186.253238102196,-86298.31823167618,4301.011541828404,82004.50979588553,,4.4.3 الأصول الاحتياطية الأخرى,,3.4.4 Other reserve assets,86794,16486,106901,59134,48231,-1879,93849,159569,166776.75,116377,211111,16211,-101703.25,-85854.625,-68718.125,93594.25,39505.39999999991,4495.6000000000895,18182,70365,88406,119970,88730,64206,96117,114075,78732,131922,60098,71590,45978,84208,30082,32914,14750.60290277959,-46111.60290277959,-124594.04600863997,-85025.47958455002,-78338.59002839006,-143047.82420098002,-103154.34643443988,-62175.10740498011,-59242.60158003017,-67636.6833945699,-101940.17664069997,-26071.571909949882,-62910.695433680085,43059.79872562993,-12859.049461940067,50874.30717453058,1487.1121361297598,-40315.96134682,9728.088801940201,50981.57555775973,-48996.46121812822,-4855.81725167332,-97545.99966049625,-97909.48685540026,-1476.2093521946808,20431.023535520064,-16456.16079535941,-5328.966887847169,15459.94171588926,-37479.797001399274,-13931.94852757268,60453.76534715278,9565.96778203617,-35901.53136351407,-80848.4900553893,17264.741473877802,-11690.33855348907,-11024.23109667562,4.4.3 الأصول الاحتياطية الأخرى,,3.4.4 Other reserve assets,70047.81123693369,47370.67455754813,-42404.61115854082,-70712.8630941126,62141.9704776475,9122.530482472379,-26328.843407288543,37068.85224305419,,4.4.3 الأصول الاحتياطية الأخرى,,,,,,,,,,,,,,,,,,,,,
3.4.4.1 Currency and deposits,71802,13621,134878,146787.75,-79976.75,22174,118239,180673,-20668,-14318,61609.570611959905,-150137.59865253,-28545.74692344991,40534.60577279003,11428.413491059897,-91753.39133672998,-51383.08631572005,22646.469218570048,42059.16861618991,-26029.723152389866,86334.28457170993,,1.4.4.3عملة و ودائع,,3.4.4.1 Currency and deposits,-2356,-26139,49268,-7152,-3997,-47939,38617,148197,31081.75,-75844,164171,27379,-62033.25,-65312.625,-45839.125,93208.25,-15080,-19483,9519,47218,24182,39542,30103,24412,77665,36020,-33144,100132,-65143,-33911,13553,64833,-40126,-26962,9708.51200676989,43061.48799323011,-94214.88917459012,57054.76634838013,70611.85720236995,28157.83623579994,-58490.63730787986,16030.69419760001,-72264.47969956009,-35413.17584269005,-46686.47339915985,15118.9865978898,-26176.0953484698,29197.83522628993,20330.71671146993,54382.86347276019,-322.33513973001,-33856.63927171007,-18505.21759612998,93959.80130829988,-53972.56743503991,-10053.60278607009,-25550.76482375001,-9119.88533900992,-22364.63586275,-34718.10531122005,-31798.48379594996,1402.40708759998,-3659.41193646996,-17327.59767090011,-4273.5708039999,56840.83541541995,7744.65210853005,-37665.44750138005,20627.73319590994,79017.43861520011,-42824.78064643254,-14761.2225484876,1.4.4.3عملة و ودائع,,3.4.4.1 Currency and deposits,57270.2211485001,30260.40752312005,-49410.70459197997,-64149.64723203005,116354.09791829996,11549.90296889003,-52459.94260537007,10890.22628989001,,1.4.4.3عملة و ودائع,,,,,,,,,,,,,,,,,,,,,
3.4.4.2 Securities ,172635,255694,164892,363688,-82705,110374,243073,240173,282542,45953,-492615.51043451997,-142071.14016149007,-119316.8983352501,-41348.19727088977,-4571.027601161509,-84747.28099584114,7578.10334700346,-2460.2159804678495,-128357.4868478661,30330.73469421827,-4329.774775824397,,2.4.4.3 أوراق مالية,,3.4.4.2 Securities ,89150,42625,57633,66286,52228,46060,55232,11372,135695,192221,46940,-11168,-39670,-20542,-22879,386,54585.39999999991,23978.60000000009,8663,23147,64224,80428,58627,39794,18452,78055,111876,31790,125241,105501,32425,19375,70208,59876,5042.0908960097,-89173.0908960097,-30379.15683404985,-142080.24593293015,-148950.44723076,-171205.66043677996,-44663.70912656002,-78205.80160258012,13021.87811952992,-32223.50755187985,-55253.70324154012,-41190.55850783968,-36734.60008521029,13861.96349934,-33189.76617341,-3508.55629822961,1809.44727585977,-6459.32207510993,28233.30639807018,-42978.22575054015,4976.10621691169,5197.78553439677,-71995.23483674624,-88789.60151639034,20888.42651055532,55149.12884674012,15342.32300059055,-6731.37397544715,19119.35365235922,-20152.19933049916,-9658.37772357278,3612.92993173283,1821.31567350612,1763.91613786598,-101476.22325129923,-61752.69714132231,31134.44209294347,3736.99145181198,2.4.4.3 أوراق مالية,,3.4.4.2 Securities ,12777.59008843359,17110.26703442808,7006.09343343915,-6563.21586208255,-54212.12744065246,-2427.37248641765,26131.09919808153,26178.62595316418,,2.4.4.3 أوراق مالية,,,,,,,,,,,,,,,,,,,,,
Net errors and omissions,-97261.51793276958,-47705.29275807544,-23437.918288408502,-31577.6756579714,-108853.17541715043,-55573.54688559359,-141141.37301240672,-170457.26923251187,-32620.2051066595,-25625.31922571783,-46973.07674070707,-135981.89825275322,12470.798653369371,-25688.23009134717,33291.76740837624,46108.81919345321,-38769.163362049614,-48088.80830056472,-39161.39848255525,-31230.162243423605,-54690.741552796586,, الـســهــــو والـخــطـــأ,,Net errors and omissions,-20188.021274306826,-54065.68940950355,27994.927372780192,-1446.5094470452532,-11079.467857968142,-42044.010591990685,13276.482816134085,16409.07734541624,-14583.025298299297,-48456.32189168478,11731.493753512972,19730.17777849971,-41479.291737153704,-41993.719291189744,-64210.50127984854,38830.336891041545,-18448.853118039122,11498.35429395306,-34195.63205202959,-14427.416009477936,-9610.658447562892,-21535.862461351513,-11393.908464940265,-98600.94363855205,-54373.78343645341,-14156.106942098879,-52928.53664638543,-48998.84220757417,-2904.0604494357685,15292.790868286902,-27283.183159653156,-17725.75236585748,-11051.094300390017,-22387.685192042554,-8024.663918933191,15838.124185647932,-12183.948432117484,4001.983218624974,-1160.2176183099684,-37630.89390890459,-21619.376268795495,-29082.603139199855,-40235.0615534946,-45044.857291263266,-3681.911318654238,8673.891002893062,4102.3265963796875,3376.492372750859,-5391.519519963887,879.8074144592538,-13840.018943977162,-7336.499041865374,186.9336515836278,26633.303723125406,-14927.030634511995,21398.5606681792,203.58188864225167,5864.161451294591,10270.811245012992,29770.264608503378,13078.063901082513,-8979.143788217778,-13972.552287011831,-28895.531187902514,-38560.1013827028,-7591.623426015035,-4001.960040867119,2064.8765490202377,-3.699890926106491,-17214.50391633471,-27485.37134196885,5542.176666674369, الـســهــــو والـخــطـــأ,,Net errors and omissions,9426.651308227683,-1780.7353651681624,-22465.672146081877,-16410.40604040157,-25907.371330341593,2301.610862046794,-4317.175466213447,-26767.805618288294,, الـســهــــو والـخــطـــأ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  p: Preliminary,    e: estimated,   r: Revised.",,,,,,,,,,,,,,,,,,,,,,,  p: أولية.  e: تقديرية.  r : معدلة. ,,"  p: Preliminary,    e: estimated,   r: Revised.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  p: أولية.  e: تقديرية.  r : معدلة. ,,"  p: Preliminary,    e: estimated,   r: Revised.",,,,,,,,,,  p: أولية.  e: تقديرية.  r : معدلة. ,,,,,,,,,,,,,,,,,,,,,
Note: Data were revised based on the results  of the International Trade in Services Survey  ,,,,,,,,,,,,,,,,,,,,,,,ملاحظة: تم تعديل البيانات بناءً على نتائج مسح التجارة الدولية في الخدمات ,,Note: Data were revised based on the results  of the International Trade in Services Survey  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ملاحظة: تم تعديل البيانات بناءً على نتائج مسح التجارة الدولية في الخدمات ,,Note: Data were revised based on the results  of the International Trade in Services Survey  ,,,,,,,,,,ملاحظة: تم تعديل البيانات بناءً على نتائج مسح التجارة الدولية في الخدمات ,,,,,,,,,,,,,,,,,,,,,
Published by the General Authority for Statistics (GASTAT).,,,,,,,,,,,,,,,,,,,,,,,والمنشورة من قبل الهيئة العامة للإحصاء.,,Published by the General Authority for Statistics (GASTAT).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,والمنشورة من قبل الهيئة العامة للإحصاء.,,Published by the General Authority for Statistics (GASTAT).,,,,,,,,,,والمنشورة من قبل الهيئة العامة للإحصاء.,,,,,,,,,,,,,,,,,,,,,
