,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,القطاع الخارجي       External Sector,,القائمة الرئيسية   Main List,,,,,,,,,,القطاع الخارجي       External Sector,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,جدول 2: ميـزان المدفـوعــات,,Contd. 4 Table 2: Balance of Payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,تابع 4 جدول 2: ميـزان المدفـوعــات,,Contd.4 Table 2: Balance of Payments,,,,,,,,,,تابع 4 جدول 2: ميـزان المدفـوعــات,,,,,,,,,,,,,,,,,,,,
(Million US$),,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(مليون US$),,(Million US$),,,,,,,,,,(مليون US$),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2005-12-01T00:00:00,2006-12-31T00:00:00,2007-12-31T00:00:00,2008-12-31T00:00:00,2009-12-31T00:00:00,2010-12-31T00:00:00,2011-12-31T00:00:00,2012-12-31T00:00:00,2013-12-31T00:00:00,2014-12-31T00:00:00,2015-12-31T00:00:00,2016-12-31T00:00:00,2017-12-31T00:00:00,2018-12-31T00:00:00,2019-12-31T00:00:00,2020-12-31T00:00:00,2021-12-31T00:00:00,2022-12-31T00:00:00,2023-12-31T00:00:00,2024-01-01T00:00:00,2025-01-01T00:00:00,,,,,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,,,,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025,Q3 2025,Q4 2025,,,,,,,,,,,,,,,,,,,,,,
3.3.3 Loans,,,,1213.8933333333334,-39.760000000000005,-848.5066666666665,-281.8666666666667,-172.00000000000003,-528,-444.74906666666664,-183.50426666666667,-45.75493333333332,6334.876533333333,8521.114133333334,4408.077066666664,4530.623956714667,-4429.36304541067,-811.2951573333333,-11415.650860254851,-1931.90026700576,3944.6830242975175,,3.3.3 القروض,,3.3.3 Loans,,,,,,,,,602.1333333333333,112.8,336.56,162.4,-82.8,-2.533333333333333,189.6,-144.02666666666667,-117.65333333333334,-840.9866666666666,-8.266666666666667,118.4,-112.26666666666667,166.66666666666666,-18.666666666666668,-317.6,166.13333333333333,720.5333333333333,-951.7066666666667,-106.96000000000001,242.4,-224.02666666666667,-368.77333333333337,-177.6,-305.2488,-55.36986666666667,-116.34400000000001,32.2136,9.047733333333333,-44.81973333333334,-227.89226666666667,80.16000000000001,96.57118588266667,-145.11267923733334,131.097845552,-128.31128553066665,1173.9653333333333,110.91198815999999,2312.340100672,2737.659111168,710.3488,863.9722666666668,855.3816,6091.411466666669,992.6282666666667,519.243466666664,1760.4682666666668,1135.7370666666668,1171.6493333333335,3660.5549333333333,-146.25279999999734,-155.32750995200269,-2961.7656894826664,-564.7963489936,-469.1811524304027,-433.619854504,-926.3078835973306,228.12493864,64.16576953047999,-177.27798190648267,-11969.088785906666,-32.12345240952,1105.6278664683762,-520.0664884070427,3.3.3 القروض,,3.3.3 Loans,46.692905708135996,-566.1656016720107,-350.4335994453253,-1061.99397159656,635.5240301755333,325.4299637040027,686.8042002450746,2296.9248301729067,,3.3.3 القروض,,,,,,,,,,,,,,,,,,,,
3.3.4 Other accounts  ,,,,2306.0245333333337,4684.789999999999,6123.146666666667,-711.4,-4802.933333333333,1099.6,-325.7151999999997,-1665.2381333333333,948.9920000000001,8438.425866666665,-273.28,3850.5783102826663,2023.0614708794662,2310.4871871632,1179.813821032,-1071.1374091146668,2905.0543379093338,5767.237540808002,,4.3.3 حسابات أخرى ,,3.3.4 Other accounts  ,,,,,,,,,925.0666666666667,6865.017866666666,-5094.993333333333,-389.06666666666666,1270.9221333333332,2898.336666666667,4638.384533333333,-4122.8533333333335,2129.733333333333,1397.3488,114.19786666666667,2481.866666666667,-903.3333333333334,1314.2,3621.5333333333333,-4743.8,2976.4666666666667,-4555.266666666666,1844.2,-5068.333333333333,3358.6,-1604.7666666666667,3948.3333333333335,-4602.566666666667,2078.1765333333333,679.6434666666667,-486.1952,-2597.3399999999997,10.174133333333334,1740.2461333333333,692.8752000000001,-4108.5336,1724.2721858453333,1509.5180766053334,-1729.5183957840002,-555.2798666666666,4738.759733333333,464.0216,4038.8474666666666,-803.2029333333334,-57.141600000000004,-81.40159999999999,-77.80506666666666,-56.931733333333334,2425.507697224,830.650474304,1371.1163012533332,-776.6961624986667,3589.121198152,-145.68887043786665,-62.61431709866667,-1357.7565397360001,-416.471742916,-70.7427938008,492.4617422229333,2305.239981657067,453.21035396,-351.0433504746667,971.0374187760001,106.60939877066667,-734.9556371742614,2109.767989293933,-772.2345820756747,-1673.7151791586641,4.3.3 حسابات أخرى ,,3.3.4 Other accounts  ,1434.09991836,-431.4933536986666,976.5123879333333,925.9353853146666,3095.1121629386666,449.32651023200003,-1770.659779458664,3993.458647096,,4.3.3 حسابات أخرى ,,,,,,,,,,,,,,,,,,,,
Net incurrence of liabilities,-21.333333333333332,71.2,-23.733333333333334,2962.6666666666665,2644.453333333336,-978.555733333333,-3993.866666666667,-680.8,-2360.8,6008.435466666667,3615.0555203120052,9768.228009247354,5125.030537003307,11713.862922880011,19953.55805770133,6274.641316232804,26015.911563945298,-10118.304012771336,16409.150353622663,35155.74808669249,39254.61941011703,,صافي تحمل الخصوم,,Net incurrence of liabilities,-6.666666666666667,0,-6.666666666666667,84.53333333333333,-11.733333333333333,0,0,-12,8669.333333333334,-401.0933333333333,2645.0933333333332,-7950.666666666667,-6963.1466666666665,-2380.5466666666666,11693.426666666666,294.7200000000027,1651.2906666666668,-2415.904,-1364.7584,1150.816,0.5333333333333333,-1264,788.2666666666667,-3518.6666666666665,20.266666666666666,-851.7333333333333,1232.2666666666667,-1081.6,655.4666666666667,-211.46666666666667,867.2,-3672,4360.150654592,-552.90092484,-1743.8603964186666,3945.0461333333337,-2496.323756741333,276.6030148586667,3411.181935784,2423.5943264106722,-1113.346343696008,15264.170871832008,3287.255442285464,-7669.851961174111,-283.952225006744,-1192.2393581632775,4018.537255542075,2582.6848646312533,-7012.476865413333,10003.622727586664,-456.270482677328,9178.987543384008,7587.921989831995,3196.5357389866695,7381.395170922653,1787.7051579600131,-162.86477476000266,5524.584065868536,-3088.5896705016135,4001.511695625883,395.586787779728,4083.3893185701254,13234.63474024344,8302.300717352005,-11204.618760410667,8463.107341098668,2776.2358614906616,-10153.028454949997,-15963.090268533333,9979.48365626567,5675.12249022833,16717.634475662,صافي تحمل الخصوم,,Net incurrence of liabilities,2141.011440514672,6994.888807277321,15333.957496277346,10685.890342623154,13486.50525769095,7636.775687613106,727.2980804777627,17404.04038433521,,صافي تحمل الخصوم,,,,,,,,,,,,,,,,,,,,
3.3.1 Trade Credits,,,,,,,,,,,,,,,,,,,,,,,1.3.3 الائتمان التجاري,,3.3.1 Trade Credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3.3 الائتمان التجاري,,3.3.1 Trade Credits,,,,,,,,,,1.3.3 الائتمان التجاري,,,,,,,,,,,,,,,,,,,,
3.3.2 Currency and deposits,,,,1423.4666666666667,-1722.106666666664,-728.0810666666672,-2052,247.46666666666667,-169.6,5381.279466666666,873.7715203120054,-861.8662048619813,3629.6756040406403,-13.767396714656206,16259.582057701331,-2201.547018183997,12250.899886271995,-10952.576977170665,15896.643882394668,25896.270067284488,9139.546478916056,,2.3.3 العملة والودائع,,3.3.2 Currency and deposits,,,,,,,,,8702.4,-896.8,1794.9333333333334,-8177.066666666667,-6714.88,-739.5466666666667,5386.426666666666,345.893333333336,1547.5839999999998,-2496.9173333333333,-2633.265066666667,2854.5173333333337,107.46666666666667,605.0666666666667,997.8666666666667,-3762.4,1598.6666666666667,-1502.1333333333334,1321.3333333333333,-1170.4,-876.2666666666667,273.6,902.6666666666666,-469.6,1423.5333212586665,-1114.56412484,1262.4740035813334,3809.8362666666667,-3367.408023408,-566.1561851413334,2330.0542024506667,2477.2815264106716,-758.7099572186746,4256.375028634675,2936.788503957464,-7296.319780235445,117.16961095325601,-277.2346293846106,2186.7997621927416,1602.9408602792535,-6388.795500661334,5664.302715791998,-2537.438155229328,3248.163543384008,6268.372923165328,2697.3746723200024,6610.498904255987,683.3355579600134,-142.54504142666934,-3510.2243056399975,-3212.4686561133467,4663.690984996017,-1291.772519860272,3016.826520420259,245.57964984586667,10280.26623586614,-3665.8410381333333,8707.39279244267,-8248.808914832005,-7745.319816647998,1878.6679143146669,6046.371280712003,3621.6216423306637,4349.983045037333,2.3.3 العملة والودائع,,3.3.2 Currency and deposits,236.08961251467198,7737.128004138651,11998.837292317348,5924.215158313821,7178.743325933371,263.920025477104,-1850.6143750066587,3547.49750251224,,2.3.3 العملة والودائع,,,,,,,,,,,,,,,,,,,,
3.3.3 Loans,,,,1072.8,-842.64,325.1893333333332,-1176,-907.2,-2107.733333333333,352.1511999999999,2410.0592,11221.4136,546.5029333333333,11796.316266666667,1682.9501333333333,10354.599817753335,616.8127557866666,-108.92581615266585,-2997.2807196173353,7876.123756088,29164.997023422304,,3.3.3 القروض,,3.3.3 Loans,,,,,,,,,-77.86666666666666,412.5066666666667,794.4266666666666,-56.266666666666666,117.06666666666666,-825.3333333333334,-36.8,-97.57333333333332,106.29333333333334,32.96,1042.0533333333333,-856.1173333333334,461.6,-1804.8,-133.06666666666666,300.26666666666665,-1637.0666666666666,737.0666666666667,-67.46666666666667,60.266666666666666,1479.7333333333333,-80.8,-300,-3206.6666666666665,2909.9410666666668,460.96586666666667,-3060.4741333333336,41.718399999999995,762.7919999999999,967.6072,808.216,-128.55599999999998,-422.95866666666666,11034.839199999999,173.3896,436.14346666666665,-644.7954666666667,-1142.1597333333334,1694.4624000000001,638.9957333333333,-371.6376,4512.2624000000005,2183.6957333333335,5471.995733333333,646.7824,210.39573333333334,369.02906666666667,456.7429333333333,561.6666666666666,8852.212266666667,64.10719999999999,876.6136844199999,2928.1090666666664,165.93435578666669,-357.39386666666667,-2119.8368,-7583.881066666667,-783.2135999999999,10460.594133333334,-2202.4252828193335,-17064.423733333333,1357.5230746576667,-60.15469517166667,12769.77463423,3.3.3 القروض,,3.3.3 Loans,2378.70343776,-1441.677241450664,3203.058621813333,3736.0389379653307,7105.488225568245,6927.540583282669,2836.299706129752,12295.668508441633,,3.3.3 القروض,,,,,,,,,,,,,,,,,,,,
3.3.4 Other accounts ,,,,466.4,5209.2,-575.664,-765.8666666666667,-21.066666666666666,-83.46666666666667,275.0048,331.2248,-591.3193858906667,948.8519996293332,-68.68594707200003,2011.0258666666666,-1878.4114833365336,13148.19892188664,943.198780552,3509.787190845333,1383.3542633200002,950.0759077786666,,4.3.3 حسابات أخرى ,,3.3.4 Other accounts ,,,,,,,,,44.8,83.2,55.733333333333334,282.6666666666667,-365.3333333333333,-815.6666666666666,6343.8,46.4,-2.5866666666666664,48.05333333333333,226.45333333333335,-847.5840000000001,-568.5333333333333,-64.26666666666667,-76.53333333333333,-56.53333333333333,58.666666666666664,-86.66666666666667,-21.6,28.533333333333335,52,-404.26666666666665,264.53333333333336,4.266666666666667,26.676266666666667,100.69733333333333,54.13973333333333,93.49146666666667,108.29226666666666,-124.848,272.9117333333333,74.8688,68.32228018933333,-27.043356802666665,177.07733832800002,-809.6756476053334,243.67363070666667,227.15500455466665,137.27509334933333,340.7482710186667,-252.043764752,-172.94238820533334,-102.52806078133334,458.82826666666665,672.7666666666667,288.76533333333333,401.86719999999997,647.6266666666667,-581.9864,182.59610484186666,59.771785611733335,-1538.7929737901334,-1240.7497590266669,900.6284423632001,13346.44895706424,141.8712814858667,45.10334438933333,538.928148656,564.4506429893333,-205.28335548266665,-777.3344495146666,2575.5893008959997,2113.6555430693334,-402.12320360533334,4.3.3 حسابات أخرى ,,3.3.4 Other accounts ,-473.78160976,699.4380445893333,132.06158214666667,1025.636246344,-797.7262938106667,445.3150788533333,-258.3872506453333,1560.8743733813333,,4.3.3 حسابات أخرى ,,,,,,,,,,,,,,,,,,,,
3.4 Reserve assets ,63621.6,70913.86666666667,79838.66666666667,137024.8,-32555.733333333334,35028.26666666667,98878.13333333333,112559.46666666666,69150.66666666667,6628.533333333331,-115935.213286016,-80620.82901707201,-39373.78273565333,165.68240050674066,2987.0901796310072,-45920.435711416314,1714.6390531531592,4480.310880488988,-22942.685842793424,310.4701603283851,23010.372480220667,,4.3 . الأصول الاحتياطية,,3.4 Reserve assets ,22674.133333333335,4330.4,28481.066666666666,15428.266666666666,12774.4,-490.93333333333334,25075.466666666667,42479.73333333333,44766.86666666667,31124.8,56204.26666666667,4928.866666666667,-27081.866666666665,-22307.956666666665,-7988.443333333333,24822.533333333333,10128.106666666641,872.6933333333571,5476,18551.466666666667,24790.133333333335,32925.066666666666,23956.533333333333,17206.4,25688.266666666666,30464.533333333333,21175.733333333334,35230.933333333334,15245.6,19053.066666666666,12586.133333333333,22265.866666666665,7943.466666666666,8697.866666666667,3484.840919191656,-13497.640919191655,-34361.187972197324,-22484.930715853337,-20965.80336693068,-38123.29123103467,-29333.849715850632,-16782.649974661363,-16112.635088008044,-18391.694238551972,-27139.95910418666,-6719.741842653301,-16715.916115648022,11201.834326834649,-3038.3278565173514,13233.585913208155,589.5685696346026,-10619.144225818665,2952.22997345072,14175.61872726926,-13129.003436185765,-1011.7550849032082,-26200.236283366437,-25627.2954240261,-147.91813160178688,6055.014127578014,-4709.263039414872,-962.0535892281893,17507.210430850897,-10121.254749054675,-4010.5029075238,15335.40313077896,1637.288091670672,-8481.877434436843,-21171.801913322382,4526.044068142427,-3715.950205655733,-2580.9777919577305,4.3 . الأصول الاحتياطية,,3.4 Reserve assets ,18395.574582164678,12474.563597911,-10805.65633769096,-19754.011682056334,17074.087999530668,3387.584978123389,-7165.290648177473,9713.990150744085,,4.3 . الأصول الاحتياطية,,,,,,,,,,,,,,,,,,,,
3.4.1 Monetary gold,0,0,0,231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.4.3 الذهب النقدي,,3.4.1 Monetary gold,0,0,0,0,0,0,0,0,231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4.3 الذهب النقدي,,3.4.1 Monetary gold,0,0,0,0,0,0,0,0,,1.4.3 الذهب النقدي,,,,,,,,,,,,,,,,,,,,
3.4.2 Special drawing rights ,31.2,90.4,81.33333333333333,13.933333333333334,10193,-282.1333333333333,-352.53333333333336,-433.6,-213.86666666666667,-567.2,-74.20533333333066,-1644.3039999999999,456.568,272.17816000000005,294.52632705061865,19.136680775365374,13139.451363670336,-927.0117075288025,297.94338693327734,-385.74811673828805,933.9877771966668,,2.4.3 حقوق السحب الخاصة,,3.4.2 Special drawing rights ,21.066666666666666,30.133333333333333,13.066666666666666,26.133333333333333,14.933333333333334,14.133333333333333,30.133333333333333,22.133333333333333,38.93333333333333,2.933333333333333,-26.933333333333334,-1,-17,29.5,10295.5,-115,-342.93333333333334,-275.46666666666664,528,-191.73333333333332,300.53333333333336,-16,-416.26666666666665,-220.8,-128.26666666666668,-276,93.6,-122.93333333333334,-496,61.86666666666667,182.4,37.86666666666667,36.8,2.933333333333333,-171.53706387228002,-435.39626946105335,-435.5368692,224.99022082666667,-16.438771413330667,152.78008645333333,-908.7546666666666,-158.368,-296.25333333333333,-280.928,68.76266666666668,184.97066666666666,124.616,78.21866666666666,390.00266666666664,-267.01599999999996,80.63466666666666,68.55682666666667,-13.322793066666666,452.6690909333333,-251.90133135296,107.081360536912,-139.908257190352,-239.401832685632,185.945798288416,212.50097236293334,-144.06666740651733,65.58902892189866,13390.774981473722,-172.845979318768,-223.05729706845335,-829.880821839952,-762.339912080648,888.2663234602508,286.5374798657947,-34.66440787563734,-425.12610715702135,471.1964221001414,2.4.3 حقوق السحب الخاصة,,3.4.2 Special drawing rights ,-206.560312472632,-94.796889611672,685.5844374876586,-769.9753521416427,412.472983592,748.112633507424,-59.27190018547733,-167.32593971728,,2.4.3 حقوق السحب الخاصة,,,,,,,,,,,,,,,,,,,,
3.4.3 Reserve position in the IMF,-1592.8,-993.8666666666667,-181.33333333333334,652.8,633.0666666666667,-35.733333333333334,2880.8,767.4666666666667,-468.53333333333336,-1240.2666666666667,-926.0906666666667,-1054.1946666666668,-400.312,110.46197333333333,863.9276152741519,1127.2735631606265,256.51648114058133,24.321724523872003,-227.744367946384,-450.718134087568,208.51542412119198,,3.4.3 وضع الاحتياطي لدى صندوق النقد الدولي,,3.4.3 Reserve position in the IMF,-492,-96,-38.93333333333333,-366.93333333333334,-102.13333333333334,-4,18.933333333333334,-94.13333333333334,22.933333333333334,88,-65.06666666666666,606.9333333333333,56,557.11,40.89,-20.933333333333334,-63.733333333333334,-50.666666666666664,99.46666666666667,-20.8,914.6666666666666,949.0666666666667,711.4666666666667,305.6,185.33333333333334,320.53333333333336,86.93333333333334,174.66666666666666,-284.53333333333336,-99.46666666666667,142.93333333333334,-227.46666666666667,-115.2,-82.13333333333334,-277.11612434395465,-765.8172089893786,-700.57216736,-36.459714133333335,-59.07392128,-129.98486389333334,-917.2693333333334,-44.25333333333333,-18.354666666666667,-74.31733333333334,-24.674666666666667,47.70666666666667,-64.34666666666666,-358.99733333333336,0.7493333333333333,-65.88000000000001,112.37066666666666,63.22197333333334,371.3957526666666,127.86282093333332,188.62088666805332,176.04815500609865,-48.061450043752,721.302903432936,59.791897361712,394.24021240973065,-176.8868265791787,393.4152186091573,-6.215674859962666,46.20376397056533,-72.25933643596532,44.27986004483733,-151.296738124992,203.597939039992,101.257954915632,-43.22258368268266,-173.40048423496,-112.37925494437333,3.4.3 وضع الاحتياطي لدى صندوق النقد الدولي,,3.4.3 Reserve position in the IMF,-77.28143521167468,-62.81939449016534,-183.3444662344,-127.272838151328,90.422888566,206.79754928999733,-84.99383938171734,-3.711174353088,,3.4.3 وضع الاحتياطي لدى صندوق النقد الدولي,,,,,,,,,,,,,,,,,,,,
3.4.4 Other reserve assets,65183.2,71817.33333333333,79938.66666666667,136126.86666666667,-43381.8,35346.13333333333,96349.86666666667,112225.6,69833.06666666667,8436,-114934.91728601602,-77922.33035040535,-39430.03873565334,-216.95773282659357,1828.6362373062382,-47066.8459553523,-11681.328791657757,5383.000863493919,-23012.884861780316,1146.9364111542411,21867.86927890281,,4.4.3 الأصول الاحتياطية الأخرى,,3.4.4 Other reserve assets,23145.066666666666,4396.266666666666,28506.933333333334,15769.066666666668,12861.6,-501.06666666666666,25026.4,42551.73333333333,44473.8,31033.866666666665,56296.26666666667,4322.933333333333,-27120.866666666665,-22894.566666666666,-18324.833333333332,24958.466666666667,10534.773333333309,1198.8266666666905,4848.533333333334,18764,23574.933333333334,31992,23661.333333333332,17121.6,25631.2,30420,20995.2,35179.2,16026.133333333333,19090.666666666668,12260.8,22455.466666666667,8021.866666666667,8777.066666666668,3933.4941074078906,-12296.427440741223,-33225.07893563733,-22673.461222546674,-20890.29067423735,-38146.08645359467,-27507.825715850635,-16580.02864132803,-15798.027088008044,-18036.44890521864,-27184.04710418666,-6952.419175986635,-16776.185448981356,11482.612993501314,-3429.0798565173513,13566.481913208154,396.5632363012693,-10750.923025818665,2594.1570138507204,13595.086815402594,-13065.72299150086,-1294.8846004462187,-26012.266576132333,-26109.1964947734,-393.6558272519149,5448.272942805351,-4388.309545429176,-1421.0578367592452,4122.651124237136,-9994.612533706473,-3715.1862740193815,16121.004092574074,2550.924741876312,-9573.741696937086,-21559.597348103813,4603.931059700747,-3117.423614263752,-2939.7949591134984,4.4.3 الأصول الاحتياطية الأخرى,,3.4.4 Other reserve assets,18679.416329848984,12632.179882012835,-11307.896308944219,-18856.763491763362,16571.192127372666,2432.674795325968,-7021.0249086102785,9885.027264814451,,4.4.3 الأصول الاحتياطية الأخرى,,,,,,,,,,,,,,,,,,,,
3.4.4.1 Currency and deposits,19147.2,3632.266666666667,35967.46666666667,39143.4,-21327.133333333335,5913.066666666667,31530.4,48179.46666666667,-5511.466666666666,-3818.133333333333,16429.218829855974,-40036.692974008,-7612.199179586643,10809.228206077341,3047.5769309493057,-24467.571023127995,-13702.15635085868,6039.058458285346,11215.778297650644,-6941.259507303965,23022.475885789314,,1.4.4.3عملة و ودائع,,3.4.4.1 Currency and deposits,-628.2666666666667,-6970.4,13138.133333333333,-1907.2,-1065.8666666666666,-12783.733333333334,10297.866666666667,39519.2,8288.466666666667,-20225.066666666666,43778.933333333334,7301.066666666667,-16542.2,-17416.7,-12223.766666666666,24855.533333333333,-4021.3333333333335,-5195.466666666666,2538.4,12591.466666666667,6448.533333333334,10544.533333333333,8027.466666666666,6509.866666666667,20710.666666666668,9605.333333333334,-8838.4,26701.866666666665,-17371.466666666667,-9042.933333333332,3614.133333333333,17288.8,-10700.266666666666,-7189.866666666667,2588.9365351386373,11483.063464861363,-25123.970446557367,15214.604359568035,18829.828587298653,7508.756329546651,-15597.503282101296,4274.851786026669,-19270.52791988269,-9443.51355805068,-12449.726239775959,4031.72975943728,-6980.2920929252805,7786.0893936773155,5421.524456391981,14502.096926069384,-85.956037261336,-9028.437139122685,-4934.724692301328,25055.947015546633,-14392.684649343977,-2680.9607429520242,-6813.537286333336,-2431.9694237359786,-5963.902896733333,-9258.161416325347,-8479.59567891999,373.9752233599947,-975.843183058656,-4620.692712240029,-1139.61888106664,15157.556110778653,2065.24056227468,-10044.119333701346,5500.728852242651,21071.316964053363,-11419.941505715344,-3936.3260129300265,1.4.4.3عملة و ودائع,,3.4.4.1 Currency and deposits,15272.05897293336,8069.442006165347,-13176.187891194659,-17106.572595208014,31027.75944487999,3079.9741250373413,-13989.318028098687,2904.0603439706692,,1.4.4.3عملة و ودائع,,,,,,,,,,,,,,,,,,,,
